ft,km,transmission,oem,model,modelYear,price,Insurance Validity,Color,Displacement,Turbo Charger,Super Charger,Location,RTO_grouped
Petrol,43791.0,Automatic,Ford,Ford Ecosport,2016,770000.0,Comprehensive,Black,1499.0,False,False,Bangalore,Karnataka
Petrol,87660.0,Automatic,Maruti,Maruti Swift,2018,599000.0,Third Party,Red,1197.0,False,False,Bangalore,Karnataka
Diesel,90000.0,Automatic,Mahindra,Mahindra XUV500,2016,800000.0,Third Party,Other,2179.0,True,False,Bangalore,Unknown
Petrol,71938.0,Manual,Hyundai,Hyundai Santro Xing,2011,231999.99999999997,Comprehensive,Other,1086.0,False,False,Bangalore,Karnataka
Petrol,104938.0,Manual,Hyundai,Hyundai Verna,2013,525000.0,Comprehensive,Silver,1591.0,False,False,Bangalore,Karnataka
Petrol,30000.0,Manual,Honda,Honda City,2020,950000.0,Third Party,Other,1497.0,False,False,Bangalore,Unknown
Petrol,124707.0,Manual,Skoda,Skoda Rapid,2017,635000.0,Third Party,White,1598.0,False,False,Bangalore,Karnataka
Diesel,70000.0,Manual,Volkswagen,Volkswagen Polo,2012,400000.0,Third Party,Other,1199.0,False,False,Bangalore,Karnataka
Petrol,88556.0,Manual,Hyundai,Hyundai Creta,2017,966000.0,Comprehensive,Silver,1591.0,False,False,Bangalore,Karnataka
Diesel,48743.0,Manual,Ford,Ford Ecosport,2017,781000.0,Comprehensive,Orange,1498.0,True,False,Bangalore,Karnataka
Diesel,120000.0,Manual,Mahindra,Mahindra XUV500,2012,600000.0,Third Party,Other,2179.0,True,False,Bangalore,Karnataka
Petrol,20000.0,Manual,Hyundai,Hyundai i20,2020,700000.0,Third Party,Other,1197.0,False,False,Bangalore,Karnataka
Petrol,50000.0,Manual,Hyundai,Hyundai EON,2012,229999.99999999997,Third Party,Other,814.0,False,False,Bangalore,Karnataka
Petrol,51338.0,Manual,Honda,Honda WR-V,2018,875000.0,Comprehensive,Red,1199.0,False,False,Bangalore,Karnataka
Petrol,97334.0,Manual,Hyundai,Hyundai Creta,2017,925000.0,Comprehensive,Silver,1591.0,False,False,Bangalore,Karnataka
Petrol,53031.0,Manual,Hyundai,Hyundai Creta,2016,930000.0000000001,Comprehensive,Red,1591.0,False,False,Bangalore,Karnataka
Petrol,51580.0,Manual,Hyundai,Hyundai Creta,2016,898000.0,Comprehensive,Red,1591.0,False,False,Bangalore,Karnataka
Petrol,23920.0,Manual,Maruti,Maruti S-Presso,2020,449000.0,Third Party,Red,998.0,False,False,Bangalore,Karnataka
Diesel,65000.0,Automatic,Hyundai,Hyundai Creta,2018,1485000.0,Comprehensive,White,1582.0,True,False,Bangalore,Karnataka
Petrol,66434.0,Manual,Honda,Honda Brio,2012,335000.0,Comprehensive,Other,1198.0,False,False,Bangalore,Karnataka
Petrol,54097.0,Manual,Honda,Honda WR-V,2017,825000.0,Comprehensive,White,1199.0,False,False,Bangalore,Karnataka
Petrol,10000.0,Manual,Kia,Kia Seltos,2022,1540000.0,Third Party,Other,1497.0,False,False,Bangalore,Karnataka
Diesel,70000.0,Automatic,Hyundai,Hyundai Creta,2019,1290000.0,Third Party,Other,1582.0,True,False,Bangalore,Karnataka
Diesel,110000.0,Manual,Honda,Honda City,2016,600000.0,Third Party,Other,1498.0,True,False,Bangalore,Karnataka
Petrol,14338.0,Manual,Honda,Honda WR-V,2017,808000.0,Third Party,Brown,1199.0,False,False,Bangalore,Karnataka
Petrol,73799.0,Manual,Maruti,Maruti Wagon R,2011,278000.0,Comprehensive,Blue,998.0,False,False,Bangalore,Karnataka
Petrol,20000.0,Manual,Hyundai,Hyundai Venue,2020,850000.0,Third Party,Gray,1197.0,False,False,Bangalore,Karnataka
Petrol,89633.0,Manual,Hyundai,Hyundai EON,2014,270000.0,Third Party,White,814.0,False,False,Bangalore,Karnataka
Petrol,16826.0,Manual,Maruti,Maruti Ertiga,2017,844999.9999999999,Comprehensive,Silver,1462.0,False,False,Bangalore,Karnataka
Petrol,25133.0,Manual,Maruti,Maruti Ignis,2017,508000.0,Third Party,White,1197.0,False,False,Bangalore,Karnataka
Petrol,80000.0,Manual,Maruti,Maruti Alto 800,2018,340000.0,Third Party,Other,796.0,False,False,Bangalore,Karnataka
Diesel,90000.0,Manual,Toyota,Toyota Innova,2014,1225000.0,Third Party,Other,2494.0,True,False,Bangalore,Unknown
Diesel,90000.0,Manual,Toyota,Toyota Innova,2014,1275000.0,Third Party,Other,2494.0,True,False,Bangalore,Unknown
Petrol,10000.0,Automatic,Jeep,Jeep Compass,2022,2900000.0,Third Party,Other,1368.0,False,False,Bangalore,Unknown
Petrol,20000.0,Manual,Hyundai,Hyundai Santro Xing,2006,150000.0,Third Party,Other,1086.0,False,False,Bangalore,Karnataka
Petrol,20000.0,Manual,Datsun,Datsun RediGO,2019,315000.0,Third Party,Other,799.0,False,False,Bangalore,Unknown
Petrol,33210.0,Automatic,Maruti,Maruti Celerio,2016,490000.00000000006,Comprehensive,White,998.0,False,False,Bangalore,Karnataka
Diesel,80000.0,Manual,Hyundai,Hyundai Verna,2020,1050000.0,Third Party,Other,1582.0,True,False,Bangalore,Unknown
Petrol,28051.0,Automatic,Maruti,Maruti Celerio,2015,430000.0,Comprehensive,Blue,998.0,False,False,Bangalore,Karnataka
Diesel,120000.0,Manual,Maruti,Maruti Swift,2007,270000.0,Third Party,Other,1248.0,False,False,Bangalore,Karnataka
Petrol,21193.0,Manual,Hyundai,Hyundai Grand i10,2017,517000.0,Comprehensive,Blue,1197.0,False,False,Bangalore,Karnataka
Petrol,7150.0,Manual,Hyundai,Hyundai Grand i10 Nios,2021,627000.0,Third Party,White,1197.0,False,False,Bangalore,Karnataka
Petrol,13262.0,Manual,Tata,Tata Tiago,2016,509999.99999999994,Third Party,Orange,1199.0,False,False,Bangalore,Karnataka
Petrol,100000.0,Manual,Maruti,Maruti Baleno,2016,575000.0,Third Party,Other,1197.0,False,False,Bangalore,Karnataka
Petrol,40000.0,Automatic,Tata,Tata Nexon,2018,925000.0,Third Party,Other,1198.0,True,False,Bangalore,Karnataka
Diesel,50000.0,Manual,Hyundai,Hyundai i20,2013,475000.0,Third Party,Other,1396.0,False,False,Bangalore,Karnataka
Petrol,50000.0,Manual,Hyundai,Hyundai Santro Xing,2008,225000.0,Third Party,Red,1086.0,False,False,Bangalore,Unknown
Petrol,61902.0,Manual,Renault,Renault Triber,2019,513999.99999999994,Third Party,Orange,999.0,False,False,Bangalore,Karnataka
Petrol,38396.0,Automatic,Datsun,Datsun RediGO,2018,347000.0,Comprehensive,White,999.0,False,False,Bangalore,Karnataka
Petrol,30000.0,Manual,Hyundai,Hyundai EON,2017,300000.0,Third Party,Other,814.0,False,False,Bangalore,Karnataka
Petrol,20000.0,Manual,Jeep,Jeep Compass,2019,1500000.0,Third Party,Gray,1368.0,True,False,Bangalore,Karnataka
Petrol,55567.0,Automatic,Maruti,Maruti Swift,2018,642000.0,Third Party,Silver,1197.0,False,False,Bangalore,Karnataka
Diesel,80000.0,Manual,Maruti,Maruti Swift,2017,550000.0,Third Party,Other,1248.0,True,False,Bangalore,Karnataka
Diesel,80000.0,Manual,Renault,Renault Duster,2013,420000.0,Third Party,Other,1461.0,True,False,Bangalore,Unknown
Petrol,10000.0,Manual,Ford,Ford Figo,2010,450000.0,Third Party,Other,1196.0,False,False,Bangalore,Uttar Pradesh
Petrol,10000.0,Manual,Kia,Kia Seltos,2022,1565000.0,Third Party,Other,1497.0,False,False,Bangalore,Karnataka
Petrol,60000.0,Manual,Tata,Tata Tiago,2016,450000.0,Third Party,Other,1199.0,False,False,Bangalore,Karnataka
Petrol,60000.0,Manual,Hyundai,Hyundai Santro Xing,2007,200000.0,Third Party,Silver,1086.0,False,False,Bangalore,Unknown
Petrol,60000.0,Manual,Kia,Kia Seltos,2020,1200000.0,Third Party,Other,1497.0,False,False,Bangalore,Unknown
Petrol,56577.0,Automatic,Hyundai,Hyundai Grand i10,2016,543000.0,Comprehensive,Blue,1197.0,False,False,Bangalore,Karnataka
Petrol,56974.0,Automatic,Hyundai,Hyundai Creta,2018,1035000.0,Comprehensive,White,1591.0,False,False,Bangalore,Karnataka
Petrol,10000.0,Manual,Hyundai,Hyundai Venue,2021,1150000.0,Third Party,Other,998.0,True,False,Bangalore,Karnataka
Petrol,40344.0,Manual,Hyundai,Hyundai i20,2013,479000.0,Comprehensive,Silver,1197.0,False,False,Bangalore,Karnataka
Diesel,36216.0,Manual,Ford,Ford Ecosport,2018,736000.0,Comprehensive,Black,1498.0,True,False,Bangalore,Karnataka
Petrol,10000.0,Automatic,Renault,Renault KWID,2022,530000.0,Third Party,Other,999.0,False,False,Bangalore,Karnataka
Petrol,45965.0,Manual,Hyundai,Hyundai Creta,2017,880000.0000000001,Comprehensive,White,1591.0,False,False,Bangalore,Karnataka
Petrol,10000.0,Automatic,Toyota,Toyota Innova Crysta,2021,2600000.0,Third Party,Other,2694.0,False,False,Bangalore,Karnataka
Petrol,74982.0,Automatic,Honda,Honda City,2016,789000.0,Comprehensive,Brown,1497.0,False,False,Bangalore,Karnataka
Petrol,21925.0,Automatic,Tata,Tata Nexon,2020,1030000.0000000001,Comprehensive,Silver,1198.0,True,False,Bangalore,Karnataka
Diesel,120000.0,Automatic,Skoda,Skoda Rapid,2015,600000.0,Third Party,Silver,1498.0,True,False,Bangalore,Karnataka
Petrol,70000.0,Manual,Honda,Honda City,2010,250000.0,Third Party,Other,1497.0,False,False,Bangalore,Delhi
Diesel,80000.0,Manual,Honda,Honda Amaze,2014,390000.0,Third Party,Other,1498.0,True,False,Bangalore,Karnataka
Petrol,90000.0,Manual,Maruti,Maruti Swift,2009,280000.0,Third Party,Other,1298.0,False,False,Bangalore,Karnataka
Petrol,80000.0,Manual,Hyundai,Hyundai i10,2010,240000.0,Third Party,Silver,1197.0,False,False,Bangalore,Unknown
Petrol,50406.0,Manual,Maruti,Maruti Alto 800,2015,312000.0,Comprehensive,Blue,796.0,False,False,Bangalore,Karnataka
Petrol,26483.0,Manual,Hyundai,Hyundai Grand i10,2017,582000.0,Comprehensive,Blue,1197.0,False,False,Bangalore,Karnataka
Petrol,23721.0,Automatic,Honda,Honda Jazz,2021,916000.0,Comprehensive,Silver,1199.0,False,False,Bangalore,Karnataka
Diesel,80000.0,Manual,Ford,Ford Figo,2012,300000.0,Third Party,Other,1399.0,True,False,Bangalore,Karnataka
Petrol,8212.0,Manual,Maruti,Maruti S-Presso,2022,555000.0,Comprehensive,Silver,998.0,False,False,Bangalore,Karnataka
Petrol,9358.0,Automatic,Maruti,Maruti Baleno,2021,950000.0,Comprehensive,Blue,1197.0,False,False,Bangalore,Karnataka
Petrol,62011.0,Manual,Maruti,Maruti Swift Dzire,2016,608000.0,Comprehensive,White,1197.0,False,False,Bangalore,Karnataka
Diesel,50000.0,Manual,Ford,Ford Figo,2013,225000.0,Third Party,Other,1399.0,True,False,Bangalore,Unknown
Petrol,50000.0,Manual,Honda,Honda Amaze,2015,375000.0,Third Party,Black,1198.0,False,False,Bangalore,Karnataka
Petrol,10000.0,Manual,Renault,Renault KWID,2022,550000.0,Third Party,Silver,999.0,False,False,Bangalore,Karnataka
Petrol,38771.0,Manual,Hyundai,Hyundai Grand i10,2019,590000.0,Comprehensive,Silver,1197.0,False,False,Bangalore,Karnataka
Petrol,43199.0,Manual,Renault,Renault KWID,2017,381000.0,Comprehensive,Silver,999.0,False,False,Bangalore,Karnataka
Diesel,65000.0,Manual,Mahindra,Mahindra XUV500,2014,819000.0,Third Party,Black,2179.0,True,False,Bangalore,Karnataka
Petrol,20000.0,Manual,Maruti,Maruti Baleno,2016,575000.0,Third Party,Other,1197.0,False,False,Bangalore,Karnataka
Petrol,10155.0,Manual,Renault,Renault KWID,2019,428000.0,Third Party,Silver,799.0,False,False,Bangalore,Karnataka
Petrol,110654.0,Manual,Hyundai,Hyundai Santro Xing,2006,195000.0,Comprehensive,Blue,1086.0,False,False,Bangalore,Karnataka
Petrol,50704.0,Manual,Maruti,Maruti Swift,2020,696000.0,Third Party,Blue,1197.0,False,False,Bangalore,Karnataka
Petrol,34725.0,Manual,Hyundai,Hyundai Grand i10 Nios,2020,740000.0,Comprehensive,White,998.0,True,False,Bangalore,Karnataka
Diesel,90000.0,Manual,Mahindra,Mahindra XUV500,2013,825000.0,Third Party,Other,2179.0,True,False,Bangalore,Karnataka
Petrol,30000.0,Manual,Hyundai,Hyundai i10,2011,300000.0,Third Party,Other,1086.0,False,False,Bangalore,Karnataka
Diesel,60000.0,Manual,Tata,Tata Tiago,2016,500000.0,Third Party,Red,1047.0,True,False,Bangalore,Karnataka
Petrol,57709.0,Manual,Maruti,Maruti Wagon R,2008,240000.0,Comprehensive,Gold,998.0,False,False,Bangalore,Karnataka
Petrol,90000.0,Manual,Hyundai,Hyundai i10,2010,275000.0,Third Party,Gray,1197.0,False,False,Bangalore,Karnataka
Diesel,26224.0,Manual,Mahindra,Mahindra XUV500,2016,1013000.0000000001,Comprehensive,Silver,2179.0,True,False,Bangalore,Karnataka
Petrol,32196.0,Manual,Honda,Honda City,2016,677000.0,Comprehensive,White,1497.0,False,False,Bangalore,Karnataka
Diesel,120000.0,Manual,Maruti,Maruti Ertiga,2016,900000.0,Third Party,Other,1248.0,True,False,Bangalore,Unknown
Petrol,56672.0,Manual,Hyundai,Hyundai i20,2017,591000.0,Third Party,Silver,1197.0,False,False,Bangalore,Karnataka
Petrol,21226.0,Manual,Maruti,Maruti S-Presso,2020,428000.0,Comprehensive,White,998.0,False,False,Bangalore,Karnataka
Petrol,10346.0,Manual,Hyundai,Hyundai Grand i10 Nios,2022,697000.0,Third Party,Blue,1197.0,False,False,Bangalore,Karnataka
Petrol,30000.0,Automatic,Maruti,Maruti Swift Dzire,2020,630000.0,Third Party,Other,1197.0,False,False,Bangalore,Unknown
Petrol,16679.0,Manual,Maruti,Maruti Alto 800,2021,429000.0,Third Party,Silver,796.0,False,False,Bangalore,Karnataka
Petrol,15437.0,Manual,Maruti,Maruti Celerio,2016,463999.99999999994,Comprehensive,White,998.0,False,False,Bangalore,Karnataka
Petrol,40000.0,Manual,Renault,Renault Triber,2019,750000.0,Third Party,Other,999.0,False,False,Bangalore,Unknown
Petrol,30000.0,Automatic,Hyundai,Hyundai Venue,2019,1100000.0,Third Party,Other,998.0,True,False,Bangalore,Karnataka
Diesel,110000.0,Automatic,Mercedes-Benz,Mercedes-Benz C-Class,2013,1100000.0,Third Party,Other,2200.0,False,False,Bangalore,Karnataka
Petrol,50000.0,Manual,Datsun,Datsun RediGO,2020,360000.0,Third Party,Other,999.0,False,False,Bangalore,Karnataka
Petrol,15017.0,Manual,Honda,Honda Jazz,2017,733000.0,Comprehensive,White,1199.0,False,False,Bangalore,Karnataka
Petrol,75283.0,Manual,Maruti,Maruti Wagon R,2013,375000.0,Comprehensive,Red,998.0,False,False,Bangalore,Karnataka
Petrol,14516.0,Manual,Hyundai,Hyundai i20,2016,657000.0,Comprehensive,White,1197.0,False,False,Bangalore,Karnataka
Petrol,53627.0,Automatic,Maruti,Maruti Baleno,2019,729000.0,Comprehensive,Blue,1197.0,False,False,Bangalore,Karnataka
Petrol,5083.0,Automatic,Renault,Renault KWID,2019,501000.0,Third Party,Blue,999.0,False,False,Bangalore,Karnataka
Petrol,50666.0,Automatic,Honda,Honda City,2017,1005000.0000000001,Third Party,Silver,1497.0,False,False,Bangalore,Karnataka
Petrol,16962.0,Manual,Tata,Tata Nexon,2022,1193000.0,Third Party,Black,1199.0,True,False,Bangalore,Karnataka
Petrol,10000.0,Manual,Volkswagen,Volkswagen Polo,2019,900000.0,Third Party,Other,999.0,False,False,Bangalore,Karnataka
Petrol,70446.0,Automatic,Volkswagen,Volkswagen Polo,2017,925000.0,Comprehensive,Red,1197.0,True,False,Bangalore,Karnataka
Petrol,60528.0,Automatic,Volkswagen,Volkswagen Polo,2017,865000.0,Third Party,Gray,1197.0,True,False,Bangalore,Karnataka
Petrol,21280.0,Manual,Hyundai,Hyundai i20,2018,799000.0,Comprehensive,Silver,1197.0,False,False,Bangalore,Karnataka
Petrol,82021.0,Automatic,Ford,Ford Ecosport,2017,689000.0,Zero Dep,Silver,1499.0,False,False,Bangalore,Karnataka
Petrol,18998.0,Manual,Tata,Tata Nexon,2023,1068000.0,Third Party,Red,1199.0,False,False,Bangalore,Karnataka
Diesel,56189.0,Manual,Jeep,Jeep Compass,2018,1798999.9999999998,Third Party,Red,1956.0,True,False,Bangalore,Karnataka
Petrol,57644.0,Manual,Maruti,Maruti S-Presso,2020,383000.0,Third Party,Orange,998.0,False,False,Bangalore,Karnataka
Petrol,51286.0,Manual,Maruti,Maruti Alto 800,2018,327000.0,Comprehensive,Silver,796.0,False,False,Bangalore,Karnataka
Petrol,27937.0,Manual,Hyundai,Hyundai Grand i10 Nios,2019,639000.0,Third Party,Silver,1197.0,False,False,Bangalore,Karnataka
Diesel,64000.0,Manual,Renault,Renault Duster,2013,575000.0,Comprehensive,White,1461.0,True,False,Bangalore,Karnataka
Petrol,40031.0,Manual,Ford,Ford Ecosport,2017,660000.0,Comprehensive,White,1499.0,False,False,Bangalore,Haryana
Petrol,47619.0,Manual,Maruti,Maruti Alto 800,2017,325000.0,Comprehensive,Silver,796.0,False,False,Bangalore,Karnataka
Petrol,90000.0,Manual,Hyundai,Hyundai i20,2009,225000.0,Third Party,Silver,1197.0,False,False,Bangalore,Unknown
Petrol,70000.0,Manual,Hyundai,Hyundai i10,2010,300000.0,Third Party,Other,1197.0,False,False,Bangalore,Karnataka
Petrol,40000.0,Manual,Honda,Honda Brio,2012,260000.0,Third Party,Other,1198.0,False,False,Bangalore,Unknown
Petrol,60000.0,Manual,Hyundai,Hyundai EON,2017,250000.0,Third Party,Other,814.0,False,False,Bangalore,Unknown
Petrol,30535.0,Manual,Hyundai,Hyundai Venue,2020,1073000.0,Third Party,White,998.0,True,False,Bangalore,Karnataka
Petrol,20229.0,Manual,Maruti,Maruti Alto K10,2017,349000.0,Third Party,Other,998.0,False,False,Bangalore,Karnataka
Petrol,35800.0,Manual,Maruti,Maruti Celerio,2018,484999.99999999994,Third Party,White,998.0,False,False,Bangalore,Karnataka
Petrol,11453.0,Manual,Maruti,Maruti Wagon R,2021,591000.0,Comprehensive,Gray,1197.0,False,False,Bangalore,Karnataka
Petrol,35410.0,Manual,Hyundai,Hyundai i20,2016,657000.0,Comprehensive,Blue,1197.0,False,False,Bangalore,Karnataka
Petrol,50000.0,Manual,Maruti,Maruti Alto,2009,210000.0,Third Party,Other,796.0,False,False,Bangalore,Unknown
Petrol,49948.0,Automatic,Hyundai,Hyundai Grand i10,2018,591000.0,Third Party,Blue,1197.0,False,False,Bangalore,Karnataka
Diesel,77000.0,Manual,Volkswagen,Volkswagen Polo,2014,509999.99999999994,Comprehensive,Gray,1199.0,False,False,Bangalore,Karnataka
Petrol,48285.0,Manual,Hyundai,Hyundai i20,2017,658000.0,Comprehensive,Silver,1197.0,False,False,Bangalore,Karnataka
Petrol,19062.0,Manual,Renault,Renault KWID,2021,513999.99999999994,Comprehensive,White,999.0,False,False,Bangalore,Karnataka
Petrol,70000.0,Automatic,Hyundai,Hyundai i10,2011,330000.0,Third Party,Other,1197.0,False,False,Bangalore,Unknown
Petrol,80000.0,Manual,Volkswagen,Volkswagen Polo,2014,495000.0,Third Party,Blue,1198.0,False,False,Bangalore,Karnataka
Diesel,80000.0,Automatic,Volkswagen,Volkswagen Vento,2016,775000.0,Third Party,Other,1498.0,True,False,Bangalore,Karnataka
Petrol,110000.0,Manual,Maruti,Maruti Wagon R,2010,260000.0,Third Party,Other,998.0,False,False,Bangalore,Karnataka
Petrol,90000.0,Automatic,Honda,Honda City,2009,300000.0,Third Party,Other,1497.0,False,False,Bangalore,Karnataka
Petrol,30000.0,Automatic,Maruti,Maruti Swift,2019,650000.0,Third Party,Other,1197.0,False,False,Bangalore,Unknown
Petrol,56276.0,Manual,Maruti,Maruti Alto K10,2016,375000.0,Comprehensive,Red,998.0,False,False,Bangalore,Karnataka
Petrol,27103.0,Manual,Hyundai,Hyundai i20,2016,647000.0,Comprehensive,White,1197.0,False,False,Bangalore,Karnataka
Diesel,80000.0,Manual,Ford,Ford Figo,2011,245000.00000000003,Third Party,Other,1399.0,False,False,Bangalore,Unknown
Petrol,46507.0,Automatic,Maruti,Maruti Ignis,2017,591000.0,Zero Dep,Blue,1197.0,False,False,Bangalore,Karnataka
Petrol,30000.0,Manual,Hyundai,Hyundai Grand i10,2018,575000.0,Third Party,Other,1197.0,False,False,Bangalore,Karnataka
Petrol,39070.0,Manual,Maruti,Maruti Swift Dzire,2017,659000.0,Zero Dep,Red,1197.0,False,False,Bangalore,Karnataka
Petrol,22438.0,Manual,Maruti,Maruti Baleno,2020,733000.0,Third Party,Other,1197.0,False,False,Bangalore,Karnataka
Petrol,21225.0,Automatic,Maruti,Maruti Baleno,2020,867000.0,Zero Dep,Red,1197.0,False,False,Bangalore,Karnataka
Petrol,28737.0,Automatic,Honda,Honda Jazz,2019,850000.0,Comprehensive,Silver,1199.0,False,False,Bangalore,Karnataka
Diesel,30000.0,Manual,Hyundai,Hyundai i20,2019,720000.0,Third Party,Other,1396.0,True,False,Bangalore,Karnataka
Diesel,120000.0,Automatic,Mercedes-Benz,Mercedes-Benz C-Class,2010,650000.0,Third Party,Other,2143.0,False,False,Bangalore,Unknown
Petrol,80000.0,Manual,Hyundai,Hyundai i20,2012,350000.0,Third Party,Gray,1197.0,False,False,Bangalore,Unknown
Diesel,100000.0,Manual,Volkswagen,Volkswagen Polo,2010,360000.0,Third Party,Other,1199.0,False,False,Bangalore,Unknown
Diesel,90106.0,Manual,Hyundai,Hyundai i20,2013,381000.0,Third Party,Silver,1396.0,False,False,Bangalore,Karnataka
Petrol,138175.0,Automatic,Maruti,Maruti Celerio,2016,389000.0,Zero Dep,Red,998.0,False,False,Bangalore,Karnataka
Petrol,55609.0,Manual,Renault,Renault KWID,2019,445000.0,Third Party,White,999.0,False,False,Bangalore,Karnataka
Petrol,56410.0,Automatic,Maruti,Maruti Swift,2018,642000.0,Comprehensive,Silver,1197.0,False,False,Bangalore,Karnataka
Petrol,30000.0,Manual,Maruti,Maruti Baleno,2022,725000.0,Third Party,Silver,1197.0,False,False,Bangalore,Unknown
Petrol,77593.0,Manual,Hyundai,Hyundai i20,2017,616000.0,Comprehensive,White,1197.0,False,False,Bangalore,Karnataka
Petrol,49538.0,Manual,Honda,Honda WR-V,2018,694000.0,Third Party,Silver,1199.0,False,False,Bangalore,Karnataka
Petrol,50000.0,Manual,Datsun,Datsun RediGO,2018,300000.0,Third Party,Other,999.0,False,False,Bangalore,Karnataka
Diesel,120000.0,Manual,Maruti,Maruti Swift,2012,400000.0,Third Party,Other,1248.0,True,False,Bangalore,Karnataka
Petrol,30000.0,Manual,Maruti,Maruti Swift,2018,649000.0,Third Party,Other,1197.0,False,False,Bangalore,Karnataka
Diesel,100000.0,Manual,Volkswagen,Volkswagen Polo,2010,360000.0,Third Party,Other,1199.0,False,False,Bangalore,Karnataka
Petrol,120000.0,Manual,Hyundai,Hyundai Santro Xing,2010,240000.0,Third Party,Other,1086.0,False,False,Bangalore,Karnataka
Petrol,30000.0,Automatic,Hyundai,Hyundai Grand i10 Nios,2021,800000.0,Third Party,Other,1197.0,False,False,Bangalore,Unknown
